0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
8.3902955,8.3350824,8.8058205,9.0696886,7.9775153,8.1548123,6.0416474,7.9851754,7.0146568,8.1217687,8.5186699,7.717024,8.3149953,8.8325944,8.3023942,8.8204705,9.224601,7.9979827,9.1707619,9.5700717,8.9024978,11.136831,11.16972,12.048036,12.358271,13.407784,15.0448,13.407784,12.358271,12.048036,11.16972,11.136831,8.9024978,9.5700717,9.1707619,7.9979827,9.224601,8.8204705,8.3023942,8.8325944,8.3149953,7.717024,8.5186699,8.1217687,7.0146568,7.9851754,6.0416474,8.1548123,7.9775153,9.0696886,8.8058205
8.9771062,9.3367152,9.2945718,9.6491016,8.8983716,9.1773795,7.7246912,7.721111,7.4766196,8.2194128,8.4283353,8.9563404,9.4966787,8.6061341,9.1060257,8.7933883,9.050298,9.1463929,9.0655298,10.685199,10.991609,10.841397,13.325814,13.215967,13.048967,14.422166,15.585523,14.422166,13.048967,13.215967,13.325814,10.841397,10.991609,10.685199,9.0655298,9.1463929,9.050298,8.7933883,9.1060257,8.6061341,9.4966787,8.9563404,8.4283353,8.2194128,7.4766196,7.721111,7.7246912,9.1773795,8.8983716,9.6491016,9.2945718
10.401216,8.8439627,6.1699007,8.6177364,9.3722653,8.0038043,9.9777926,7.9518721,9.3797462,9.0738597,8.3658895,7.676675,8.7765403,8.956443,9.9566641,7.4585286,9.4639831,9.2705519,10.070636,9.778141,10.167023,11.299863,11.250923,12.088473,12.117192,12.202397,15.579737,12.202397,12.117192,12.088473,11.250923,11.299863,10.167023,9.778141,10.070636,9.2705519,9.4639831,7.4585286,9.9566641,8.956443,8.7765403,7.676675,8.3658895,9.0738597,9.3797462,7.9518721,9.9777926,8.0038043,9.3722653,8.6177364,6.1699007
6.956085,5.5025947,8.4076522,7.6713006,8.966562,8.6396388,8.7405348,9.1749275,10.512519,11.324811,9.0179545,9.0654029,8.5457206,7.559326,10.779789,10.159394,10.890167,9.5462163,9.6865647,10.364355,8.1223318,10.897133,11.397344,11.707724,11.451241,12.209222,13.819507,12.209222,11.451241,11.707724,11.397344,10.897133,8.1223318,10.364355,9.6865647,9.5462163,10.890167,10.159394,10.779789,7.559326,8.5457206,9.0654029,9.0179545,11.324811,10.512519,9.1749275,8.7405348,8.6396388,8.966562,7.6713006,8.4076522
5.2897377,7.5404126,8.3068976,8.1406867,8.8359778,8.8657252,8.0345519,8.4296313,9.283011,8.5693193,9.3687371,9.2973366,10.373095,8.5334902,8.5705768,7.0114128,8.8434014,9.019526,9.8621034,9.6992649,9.3292519,10.881474,11.009844,9.6073728,10.964579,12.320735,13.568914,12.320735,10.964579,9.6073728,11.009844,10.881474,9.3292519,9.6992649,9.8621034,9.019526,8.8434014,7.0114128,8.5705768,8.5334902,10.373095,9.2973366,9.3687371,8.5693193,9.283011,8.4296313,8.0345519,8.8657252,8.8359778,8.1406867,8.3068976
9.691018,8.924329,8.2741446,8.459639,8.0129196,7.7805382,6.9809665,7.7858074,6.4469578,8.7234409,8.7154298,6.7332735,9.619914,7.4428401,8.4305054,9.3755819,7.9914949,7.6903661,9.4702298,9.4111814,9.4809655,11.214412,12.201381,13.031214,13.042573,14.12076,14.955208,14.12076,13.042573,13.031214,12.201381,11.214412,9.4809655,9.4111814,9.4702298,7.6903661,7.9914949,9.3755819,8.4305054,7.4428401,9.619914,6.7332735,8.7154298,8.7234409,6.4469578,7.7858074,6.9809665,7.7805382,8.0129196,8.459639,8.2741446
8.3701704,8.3748335,8.2705242,7.6531254,8.0167076,6.9884154,7.0777605,8.2459481,8.7450042,8.9304008,9.5622149,9.488494,8.8558042,9.40181,9.3260766,9.0613902,9.1002999,7.7484582,9.5729022,8.6225513,10.457136,10.96838,11.526065,12.556454,12.75629,13.292903,13.937701,13.292903,12.75629,12.556454,11.526065,10.96838,10.457136,8.6225513,9.5729022,7.7484582,9.1002999,9.0613902,9.3260766,9.40181,8.8558042,9.488494,9.5622149,8.9304008,8.7450042,8.2459481,7.0777605,6.9884154,8.0167076,7.6531254,8.2705242
8.7812467,8.1167489,9.0104526,8.7358309,10.921042,10.119796,9.9722889,8.8059121,9.5815766,8.7449241,8.1865861,9.4379497,9.1344554,8.4221062,9.1185811,8.8009505,8.7760674,9.1463494,10.509015,10.368045,10.690312,10.914682,10.988742,11.86285,12.802294,10.47943,15.215756,10.47943,12.802294,11.86285,10.988742,10.914682,10.690312,10.368045,10.509015,9.1463494,8.7760674,8.8009505,9.1185811,8.4221062,9.1344554,9.4379497,8.1865861,8.7449241,9.5815766,8.8059121,9.9722889,10.119796,10.921042,8.7358309,9.0104526
7.1216589,7.1347327,6.2731045,5.2829515,6.6922785,8.12818,9.4468009,6.0012544,8.2045458,8.4907396,9.1665521,9.3525266,8.4930148,8.7628824,9.1755765,8.6588817,8.2779024,8.5308444,9.5765038,8.5443779,9.208051,11.044302,10.411137,11.53102,12.034445,10.381997,14.49843,10.381997,12.034445,11.53102,10.411137,11.044302,9.208051,8.5443779,9.5765038,8.5308444,8.2779024,8.6588817,9.1755765,8.7628824,8.4930148,9.3525266,9.1665521,8.4907396,8.2045458,6.0012544,9.4468009,8.12818,6.6922785,5.2829515,6.2731045
9.2158049,7.2075874,9.4144223,8.8143483,8.5084129,7.80861,8.7453888,8.7090789,6.1203061,9.1067825,9.4851375,10.138206,8.9159931,11.3627,11.574202,11.024961,10.618482,10.181342,8.9996638,9.9964328,7.3750139,8.9882838,12.184042,9.6719654,10.288859,12.712652,15.498645,12.712652,10.288859,9.6719654,12.184042,8.9882838,7.3750139,9.9964328,8.9996638,10.181342,10.618482,11.024961,11.574202,11.3627,8.9159931,10.138206,9.4851375,9.1067825,6.1203061,8.7090789,8.7453888,7.80861,8.5084129,8.8143483,9.4144223
8.6557398,8.9191854,8.1364963,9.0242128,6.7795224,8.9637338,9.6565522,9.0745202,9.7752932,10.323357,11.055653,10.793589,10.961119,10.211145,10.110705,9.6449268,9.8458713,9.1994723,9.0297919,9.153336,10.003944,8.6722451,10.7853,11.285286,9.896507,12.723443,13.712924,12.723443,9.896507,11.285286,10.7853,8.6722451,10.003944,9.153336,9.0297919,9.1994723,9.8458713,9.6449268,10.110705,10.211145,10.961119,10.793589,11.055653,10.323357,9.7752932,9.0745202,9.6565522,8.9637338,6.7795224,9.0242128,8.1364963
8.0214081,6.6088335,7.9171269,7.7567551,8.7330499,9.4313717,9.600744,10.278776,11.220045,10.911724,10.188572,9.4914847,8.7320399,9.030632,9.417105,7.9521267,9.3786386,8.2335185,9.3399598,9.7921551,9.238943,9.3197272,11.272294,10.78276,11.138385,13.403703,14.736679,13.403703,11.138385,10.78276,11.272294,9.3197272,9.238943,9.7921551,9.3399598,8.2335185,9.3786386,7.9521267,9.417105,9.030632,8.7320399,9.4914847,10.188572,10.911724,11.220045,10.278776,9.600744,9.4313717,8.7330499,7.7567551,7.9171269
8.4358412,7.9907296,5.9151439,8.955241,9.8778625,9.7050817,9.0945165,8.1910649,8.4817686,8.3501748,8.2700148,8.2961432,8.7608969,8.2188753,7.9153331,9.2828727,8.1788802,8.3066645,9.191514,9.1826976,6.9549742,10.264675,11.751836,11.849756,12.485706,13.576743,14.040381,13.576743,12.485706,11.849756,11.751836,10.264675,6.9549742,9.1826976,9.191514,8.3066645,8.1788802,9.2828727,7.9153331,8.2188753,8.7608969,8.2961432,8.2700148,8.3501748,8.4817686,8.1910649,9.0945165,9.7050817,9.8778625,8.955241,5.9151439
9.7902101,8.9311214,8.9566437,9.9265802,9.58629,8.7928102,7.8298893,7.189151,7.6748273,7.8600996,8.7582383,8.4755782,7.9558669,9.011854,7.9750348,8.1526602,9.5455578,9.7066273,9.4832106,9.9809737,9.6270925,10.100918,12.091861,12.162387,12.236272,13.786524,14.364704,13.786524,12.236272,12.162387,12.091861,10.100918,9.6270925,9.9809737,9.4832106,9.7066273,9.5455578,8.1526602,7.9750348,9.011854,7.9558669,8.4755782,8.7582383,7.8600996,7.6748273,7.189151,7.8298893,8.7928102,9.58629,9.9265802,8.9566437
6.236954,8.2415041,8.0426794,6.7017769,6.7058262,7.0369478,7.0464404,7.5478651,8.4598065,8.1225508,8.7334046,9.4898891,9.4979064,9.7509673,9.7948321,9.2557422,8.2981794,9.4298957,9.4980223,10.367839,10.783171,8.8145535,12.22307,12.741956,12.674551,14.176092,14.725291,14.176092,12.674551,12.741956,12.22307,8.8145535,10.783171,10.367839,9.4980223,9.4298957,8.2981794,9.2557422,9.7948321,9.7509673,9.4979064,9.4898891,8.7334046,8.1225508,8.4598065,7.5478651,7.0464404,7.0369478,6.7058262,6.7017769,8.0426794
8.1194077,7.8884559,9.0139039,7.5223141,7.1220419,7.1350204,6.2382137,7.6449713,8.9753063,8.7555953,10.060843,10.524046,10.130211,10.544749,9.6433351,10.033968,9.6401854,9.7851001,10.105879,11.703183,11.770172,11.919386,12.694994,13.231707,13.406945,14.19007,14.793897,14.19007,13.406945,13.231707,12.694994,11.919386,11.770172,11.703183,10.105879,9.7851001,9.6401854,10.033968,9.6433351,10.544749,10.130211,10.524046,10.060843,8.7555953,8.9753063,7.6449713,6.2382137,7.1350204,7.1220419,7.5223141,9.0139039
8.7396032,7.9000003,7.1904442,8.6360849,6.7986469,6.4206658,8.3863678,9.8474497,9.2927077,8.9623797,9.8358115,10.671196,10.203621,10.395811,9.6538947,10.034809,9.9595234,8.3082908,8.7332176,9.1899698,7.6641738,6.7514589,10.666259,9.9720188,11.082972,12.909631,14.263397,12.909631,11.082972,9.9720188,10.666259,6.7514589,7.6641738,9.1899698,8.7332176,8.3082908,9.9595234,10.034809,9.6538947,10.395811,10.203621,10.671196,9.8358115,8.9623797,9.2927077,9.8474497,8.3863678,6.4206658,6.7986469,8.6360849,7.1904442
7.4689537,8.2588944,7.4518362,7.4935052,8.503157,7.0025135,8.095691,9.2753034,8.9084925,9.7699627,10.023462,10.963223,10.359043,9.3684607,8.2637612,9.2906049,9.301036,8.5247591,8.1503412,9.4285265,10.393774,10.342239,10.121603,11.28065,9.3828656,12.340433,13.911185,12.340433,9.3828656,11.28065,10.121603,10.342239,10.393774,9.4285265,8.1503412,8.5247591,9.301036,9.2906049,8.2637612,9.3684607,10.359043,10.963223,10.023462,9.7699627,8.9084925,9.2753034,8.095691,7.0025135,8.503157,7.4935052,7.4518362
8.1773234,7.2214098,8.1648636,8.6766018,8.3647505,10.168693,10.098213,9.5099901,8.1179356,8.81554,10.846732,11.071266,9.828423,10.04324,9.6583109,8.0116182,7.9925932,8.4000166,9.9109226,8.9628507,9.4558082,9.8760608,11.195884,10.921237,10.290945,12.647014,14.141448,12.647014,10.290945,10.921237,11.195884,9.8760608,9.4558082,8.9628507,9.9109226,8.4000166,7.9925932,8.0116182,9.6583109,10.04324,9.828423,11.071266,10.846732,8.81554,8.1179356,9.5099901,10.098213,10.168693,8.3647505,8.6766018,8.1648636
8.0910453,7.6656862,8.2146989,5.4061702,8.8486683,9.1656363,10.215869,9.9570285,9.2719648,7.2036958,9.8024482,9.7282712,10.106212,9.9219861,10.782941,10.36244,9.8420967,8.770964,7.3125248,8.0202503,9.4518806,10.058331,10.528309,10.93303,11.658138,12.349178,13.073383,12.349178,11.658138,10.93303,10.528309,10.058331,9.4518806,8.0202503,7.3125248,8.770964,9.8420967,10.36244,10.782941,9.9219861,10.106212,9.7282712,9.8024482,7.2036958,9.2719648,9.9570285,10.215869,9.1656363,8.8486683,5.4061702,8.2146989
8.3048064,8.9259368,8.3297893,8.9859133,9.1970466,9.9551014,10.201536,10.090002,10.719523,10.386948,11.166229,10.128185,10.238365,10.372608,10.626403,9.4760268,9.3603168,8.5872121,8.1657285,10.621138,9.9627422,11.33505,11.497286,11.275689,11.924743,11.804159,13.354167,11.804159,11.924743,11.275689,11.497286,11.33505,9.9627422,10.621138,8.1657285,8.5872121,9.3603168,9.4760268,10.626403,10.372608,10.238365,10.128185,11.166229,10.386948,10.719523,10.090002,10.201536,9.9551014,9.1970466,8.9859133,8.3297893
8.377454,8.4441797,7.6880491,9.1283406,7.6505186,8.6856822,7.7449533,9.9160185,10.627764,10.110485,10.024015,8.356826,9.8056061,8.4744421,7.4156708,9.4471307,8.5149234,7.0938565,9.7741806,5.7479832,7.1943365,9.0430588,11.129853,11.64589,10.97157,13.452687,15.019766,13.452687,10.97157,11.64589,11.129853,9.0430588,7.1943365,5.7479832,9.7741806,7.0938565,8.5149234,9.4471307,7.4156708,8.4744421,9.8056061,8.356826,10.024015,10.110485,10.627764,9.9160185,7.7449533,8.6856822,7.6505186,9.1283406,7.6880491
7.1726826,7.3962447,6.2540644,7.4413063,7.518889,7.7431827,8.7148636,8.4061609,8.5200064,9.6268022,9.0808983,10.610543,9.837595,10.577669,10.060537,9.4846763,9.9253606,8.539148,9.0774167,10.613472,10.806848,10.986948,11.986951,11.401772,12.513934,12.937621,14.713836,12.937621,12.513934,11.401772,11.986951,10.986948,10.806848,10.613472,9.0774167,8.539148,9.9253606,9.4846763,10.060537,10.577669,9.837595,10.610543,9.0808983,9.6268022,8.5200064,8.4061609,8.7148636,7.7431827,7.518889,7.4413063,6.2540644
8.321443,8.2451918,8.7176638,8.6299828,8.8975655,9.4909777,9.363595,9.2257351,9.332568,9.1698643,9.0542376,8.8114289,8.0392862,8.5106918,7.27238,8.3992689,8.0099586,8.9538333,9.1292878,9.9492667,10.244601,10.475197,11.065983,11.345994,11.303553,11.675655,12.322415,11.675655,11.303553,11.345994,11.065983,10.475197,10.244601,9.9492667,9.1292878,8.9538333,8.0099586,8.3992689,7.27238,8.5106918,8.0392862,8.8114289,9.0542376,9.1698643,9.332568,9.2257351,9.363595,9.4909777,8.8975655,8.6299828,8.7176638
9.0577603,8.3327408,7.5491467,8.8225298,8.9690392,6.3001808,7.9574846,8.4157408,7.6710436,8.01953,6.3994268,7.2612345,8.6689474,8.8632472,8.6507005,9.553718,9.3771668,9.1858214,9.4800157,9.7363899,8.9730983,9.7602224,12.011474,12.217387,12.754205,13.204691,15.135725,13.204691,12.754205,12.217387,12.011474,9.7602224,8.9730983,9.7363899,9.4800157,9.1858214,9.3771668,9.553718,8.6507005,8.8632472,8.6689474,7.2612345,6.3994268,8.01953,7.6710436,8.4157408,7.9574846,6.3001808,8.9690392,8.8225298,7.5491467
9.1714401,9.8277595,9.4647039,9.0906028,9.0516696,8.5894302,8.6408999,8.814626,8.6730619,8.3502213,8.7002601,8.7880867,9.2305169,8.7603062,8.7598129,7.6935898,8.0173016,7.597152,8.7185292,10.656686,10.889746,11.557967,12.49106,12.936786,12.888576,13.240994,13.81351,13.240994,12.888576,12.936786,12.49106,11.557967,10.889746,10.656686,8.7185292,7.597152,8.0173016,7.6935898,8.7598129,8.7603062,9.2305169,8.7880867,8.7002601,8.3502213,8.6730619,8.814626,8.6408999,8.5894302,9.0516696,9.0906028,9.4647039
9.4599253,8.7339311,8.5947724,8.9423978,8.9635864,7.6193188,9.5963262,8.885233,9.0208773,8.0803507,9.2184838,9.0011383,9.1787811,8.9976694,9.6217363,9.4577655,9.4675546,8.8274925,9.7654662,10.850747,11.039977,12.276424,12.456734,12.913435,13.279797,13.333542,14.722751,13.333542,13.279797,12.913435,12.456734,12.276424,11.039977,10.850747,9.7654662,8.8274925,9.4675546,9.4577655,9.6217363,8.9976694,9.1787811,9.0011383,9.2184838,8.0803507,9.0208773,8.885233,9.5963262,7.6193188,8.9635864,8.9423978,8.5947724
5.3947936,7.6473792,8.0059554,5.6043668,8.1658075,7.1285706,7.9090973,7.9724241,6.6241967,8.7808374,7.1773249,7.2571432,9.3497873,8.6871878,9.5046958,9.7112495,9.651065,10.249541,8.7236626,9.922945,9.9183933,8.6796447,12.177685,12.534658,12.393554,13.261452,14.985521,13.261452,12.393554,12.534658,12.177685,8.6796447,9.9183933,9.922945,8.7236626,10.249541,9.651065,9.7112495,9.5046958,8.6871878,9.3497873,7.2571432,7.1773249,8.7808374,6.6241967,7.9724241,7.9090973,7.1285706,8.1658075,5.6043668,8.0059554
7.3256406,7.5599712,5.7159443,8.6719157,8.0830877,7.0287333,8.8692827,6.5171498,8.8869378,8.6526214,7.9721099,9.829028,9.1670066,9.3476986,9.932627,8.0123748,8.2939439,8.5266814,8.6451215,10.535083,11.306662,11.728465,12.381148,13.077164,13.203588,13.454856,14.022428,13.454856,13.203588,13.077164,12.381148,11.728465,11.306662,10.535083,8.6451215,8.5266814,8.2939439,8.0123748,9.932627,9.3476986,9.1670066,9.829028,7.9721099,8.6526214,8.8869378,6.5171498,8.8692827,7.0287333,8.0830877,8.6719157,5.7159443
7.7941924,7.8601556,9.0412722,9.5524425,8.9093328,9.0767609,9.3035382,8.9724125,9.6828316,9.2754996,9.5307909,9.5995723,9.519163,10.144244,10.666156,10.162139,9.2988954,9.6696738,10.16575,11.273894,11.549248,12.325162,13.03146,13.614987,14.1568,14.665017,14.911753,14.665017,14.1568,13.614987,13.03146,12.325162,11.549248,11.273894,10.16575,9.6696738,9.2988954,10.162139,10.666156,10.144244,9.519163,9.5995723,9.5307909,9.2754996,9.6828316,8.9724125,9.3035382,9.0767609,8.9093328,9.5524425,9.0412722
10.147523,9.147973,8.5914445,9.4793288,10.414841,7.0930631,9.2541912,7.3995636,7.90824,8.8938064,9.5130085,7.4133904,8.8359308,8.3276878,9.4758967,7.6549275,9.6415476,8.0427364,10.052698,9.4949738,7.6772687,10.078585,11.389569,10.884546,11.379805,12.876682,15.652886,12.876682,11.379805,10.884546,11.389569,10.078585,7.6772687,9.4949738,10.052698,8.0427364,9.6415476,7.6549275,9.4758967,8.3276878,8.8359308,7.4133904,9.5130085,8.8938064,7.90824,7.3995636,9.2541912,7.0930631,10.414841,9.4793288,8.5914445
8.9379376,9.0094459,9.141556,9.9885007,8.4833662,9.1885953,8.3917029,7.9914677,9.7232249,10.44804,9.1239882,9.4246949,8.9507945,7.7633826,8.3800759,0.54430036,7.6055862,8.0401929,5.649618,7.2249666,8.4312855,8.3615081,10.6095,10.855655,11.375367,11.090357,13.523146,11.090357,11.375367,10.855655,10.6095,8.3615081,8.4312855,7.2249666,5.649618,8.0401929,7.6055862,0.54430036,8.3800759,7.7633826,8.9507945,9.4246949,9.1239882,10.44804,9.7232249,7.9914677,8.3917029,9.1885953,8.4833662,9.9885007,9.141556
9.5809925,9.8230821,10.727066,9.5103254,9.8933599,9.5942433,9.4714132,9.167056,8.8801742,7.0961762,8.4008069,8.1753991,9.4465711,10.118512,9.5651061,6.9124478,7.8861633,8.4482718,8.3246659,9.4951154,9.7760549,10.130717,10.607704,11.272227,11.745742,12.314596,13.381685,12.314596,11.745742,11.272227,10.607704,10.130717,9.7760549,9.4951154,8.3246659,8.4482718,7.8861633,6.9124478,9.5651061,10.118512,9.4465711,8.1753991,8.4008069,7.0961762,8.8801742,9.167056,9.4714132,9.5942433,9.8933599,9.5103254,10.727066
