0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
6.2186986,8.0746651,6.8797079,8.5929471,8.1826008,6.6075444,8.0086324,9.6448771,9.5760019,10.20598,6.9982641,8.3150855,9.7196103,10.787654,10.076479,10.001341,10.2978,10.031906,9.5480769,8.4715494,8.4992589,9.7875376,12.231089,11.616115,12.615623,13.391278,15.698648,13.391278,12.615623,11.616115,12.231089,9.7875376,8.4992589,8.4715494,9.5480769,10.031906,10.2978,10.001341,10.076479,10.787654,9.7196103,8.3150855,6.9982641,10.20598,9.5760019,9.6448771,8.0086324,6.6075444,8.1826008,8.5929471,6.8797079
8.9504458,6.2552562,9.1487725,8.034877,9.286625,10.093832,10.206896,9.6252699,9.5813102,8.5775382,10.165684,8.6461677,11.165469,9.8961462,11.713361,11.146815,10.199465,7.5810728,8.8590406,9.325462,10.198618,7.0695319,10.849502,9.9043369,11.36008,12.675609,14.41572,12.675609,11.36008,9.9043369,10.849502,7.0695319,10.198618,9.325462,8.8590406,7.5810728,10.199465,11.146815,11.713361,9.8961462,11.165469,8.6461677,10.165684,8.5775382,9.5813102,9.6252699,10.206896,10.093832,9.286625,8.034877,9.1487725
8.6347744,8.5185111,7.5217395,7.2297619,8.0433309,8.7485249,8.8013908,8.1824236,7.759961,9.3633356,8.6785173,9.4834857,9.6345064,9.3841346,7.3176066,9.918335,9.2274794,8.9145078,9.6131069,9.7594746,11.131091,10.040049,11.566012,11.835775,11.151062,7.6092877,13.764875,7.6092877,11.151062,11.835775,11.566012,10.040049,11.131091,9.7594746,9.6131069,8.9145078,9.2274794,9.918335,7.3176066,9.3841346,9.6345064,9.4834857,8.6785173,9.3633356,7.759961,8.1824236,8.8013908,8.7485249,8.0433309,7.2297619,7.5217395
8.7685251,8.6981874,7.4270707,9.2425391,9.6719778,10.233628,11.40528,10.891133,9.3469195,10.110095,10.81732,10.339332,10.852592,9.9485129,9.6429322,9.5876054,8.7830872,8.8860601,8.5118382,9.8973096,10.193121,10.121368,11.543783,11.749229,11.628672,12.758891,13.760768,12.758891,11.628672,11.749229,11.543783,10.121368,10.193121,9.8973096,8.5118382,8.8860601,8.7830872,9.5876054,9.6429322,9.9485129,10.852592,10.339332,10.81732,10.110095,9.3469195,10.891133,11.40528,10.233628,9.6719778,9.2425391,7.4270707
7.7100689,8.4469355,5.8077565,7.2571554,6.7533238,5.1152168,7.5607546,9.4559735,8.7967303,8.6089225,8.1221777,6.9931412,5.5286924,7.5257824,6.7035984,9.7944886,9.8794162,8.7740138,10.01568,9.709914,10.485822,10.221189,10.463103,10.581123,11.466354,10.168813,13.655258,10.168813,11.466354,10.581123,10.463103,10.221189,10.485822,9.709914,10.01568,8.7740138,9.8794162,9.7944886,6.7035984,7.5257824,5.5286924,6.9931412,8.1221777,8.6089225,8.7967303,9.4559735,7.5607546,5.1152168,6.7533238,7.2571554,5.8077565
6.3286558,8.2477091,8.4707543,8.3502654,8.9154072,8.5309486,10.482317,9.987487,10.002297,10.069191,9.4216513,9.0261159,10.808403,10.717588,10.033022,10.32627,10.403697,9.4295795,9.5864448,9.5413948,9.6337742,10.577647,11.403794,11.58743,11.694863,12.424164,13.83739,12.424164,11.694863,11.58743,11.403794,10.577647,9.6337742,9.5413948,9.5864448,9.4295795,10.403697,10.32627,10.033022,10.717588,10.808403,9.0261159,9.4216513,10.069191,10.002297,9.987487,10.482317,8.5309486,8.9154072,8.3502654,8.4707543
8.6603503,8.9710883,8.5092382,9.5151562,9.1329179,9.1289246,7.8431623,8.9975981,8.8166382,7.9984636,8.4350377,8.4906178,8.9732103,8.667442,7.7182166,9.3513252,7.6479284,9.0087451,10.08791,10.980146,11.366177,12.066237,12.728285,13.174715,13.302702,13.037285,14.295119,13.037285,13.302702,13.174715,12.728285,12.066237,11.366177,10.980146,10.08791,9.0087451,7.6479284,9.3513252,7.7182166,8.667442,8.9732103,8.4906178,8.4350377,7.9984636,8.8166382,8.9975981,7.8431623,9.1289246,9.1329179,9.5151562,8.5092382
7.8988147,7.0564702,7.8525416,8.0193744,6.0687727,8.0924542,8.6230059,8.1770034,7.6695426,6.3607883,4.9852792,7.7446926,9.2359417,8.1568865,9.4415015,10.018474,9.4296767,10.300851,8.738856,9.6135171,11.103291,9.9633438,12.866065,13.045303,12.956998,14.395631,15.434703,14.395631,12.956998,13.045303,12.866065,9.9633438,11.103291,9.6135171,8.738856,10.300851,9.4296767,10.018474,9.4415015,8.1568865,9.2359417,7.7446926,4.9852792,6.3607883,7.6695426,8.1770034,8.6230059,8.0924542,6.0687727,8.0193744,7.8525416
9.1970187,10.246602,9.2476591,9.8144044,9.5305979,9.2760178,8.8143311,8.7749201,7.6639196,9.0544489,8.7835175,9.7541671,9.7442313,8.5571639,8.1288213,9.3367293,7.455264,8.1269896,9.8735893,10.809583,11.909267,11.963555,12.786158,12.83164,13.263185,13.276455,14.288814,13.276455,13.263185,12.83164,12.786158,11.963555,11.909267,10.809583,9.8735893,8.1269896,7.455264,9.3367293,8.1288213,8.5571639,9.7442313,9.7541671,8.7835175,9.0544489,7.6639196,8.7749201,8.8143311,9.2760178,9.5305979,9.8144044,9.2476591
4.8018813,7.4649652,8.0597747,7.4321035,9.1837013,6.6594947,5.6795922,5.5958729,7.1783287,8.9267005,7.9138845,9.7867125,9.4564203,8.440762,9.6875005,9.886969,9.516092,9.0452716,9.6341067,10.866955,10.73218,11.584112,10.687439,10.439871,10.556885,11.987084,14.396367,11.987084,10.556885,10.439871,10.687439,11.584112,10.73218,10.866955,9.6341067,9.0452716,9.516092,9.886969,9.6875005,8.440762,9.4564203,9.7867125,7.9138845,8.9267005,7.1783287,5.5958729,5.6795922,6.6594947,9.1837013,7.4321035,8.0597747
7.3088016,8.6099888,8.6592734,8.9404294,7.56569,9.0891735,9.5817684,10.219323,10.322404,10.255756,9.9825235,9.579143,9.7301371,10.081244,9.142764,9.40829,9.2789273,7.9795253,9.2855398,9.1601766,8.2927644,9.1713455,11.537041,11.265848,10.617665,11.985829,14.539233,11.985829,10.617665,11.265848,11.537041,9.1713455,8.2927644,9.1601766,9.2855398,7.9795253,9.2789273,9.40829,9.142764,10.081244,9.7301371,9.579143,9.9825235,10.255756,10.322404,10.219323,9.5817684,9.0891735,7.56569,8.9404294,8.6592734
9.0039602,9.2346581,9.6704844,9.655286,9.6311788,9.8013927,9.3625102,9.2403072,9.0454202,8.54315,8.2717595,8.2677759,7.6327471,6.9101156,7.958954,7.4045417,8.3173521,8.6183376,9.2529564,9.5421337,9.9135145,10.610668,10.659088,11.220891,11.431234,11.373922,11.749861,11.373922,11.431234,11.220891,10.659088,10.610668,9.9135145,9.5421337,9.2529564,8.6183376,8.3173521,7.4045417,7.958954,6.9101156,7.6327471,8.2677759,8.2717595,8.54315,9.0454202,9.2403072,9.3625102,9.8013927,9.6311788,9.655286,9.6704844
7.2573955,9.0349773,6.1072713,9.2146244,10.426475,10.32287,10.419899,10.817165,10.353772,10.560024,10.901733,9.97663,10.491174,10.065625,9.7123802,9.5558716,8.4802399,9.7121192,8.3519947,9.9765533,10.380547,10.657195,11.599428,11.413856,11.008289,12.067795,13.969433,12.067795,11.008289,11.413856,11.599428,10.657195,10.380547,9.9765533,8.3519947,9.7121192,8.4802399,9.5558716,9.7123802,10.065625,10.491174,9.97663,10.901733,10.560024,10.353772,10.817165,10.419899,10.32287,10.426475,9.2146244,6.1072713
9.0394557,9.9480282,9.7983186,9.6662669,9.356024,8.7303741,8.3652114,8.2978929,7.7906131,8.8611394,8.6136626,8.3686237,8.7750717,7.46559,7.869173,6.166888,7.873933,8.6053913,7.5115839,9.2927876,10.68303,10.499624,12.056334,12.758438,12.523347,12.838165,13.633472,12.838165,12.523347,12.758438,12.056334,10.499624,10.68303,9.2927876,7.5115839,8.6053913,7.873933,6.166888,7.869173,7.46559,8.7750717,8.3686237,8.6136626,8.8611394,7.7906131,8.2978929,8.3652114,8.7303741,9.356024,9.6662669,9.7983186
9.7028481,9.6213152,9.5219409,8.2894007,9.3933907,8.4595634,8.7586513,8.9828205,8.8574179,9.4716405,8.6967907,9.5638461,9.5966147,9.6054896,9.3719926,8.3388474,9.3515805,8.981186,10.206844,10.332637,11.482697,12.048266,12.767146,13.220513,13.410871,13.893292,14.320138,13.893292,13.410871,13.220513,12.767146,12.048266,11.482697,10.332637,10.206844,8.981186,9.3515805,8.3388474,9.3719926,9.6054896,9.5966147,9.5638461,8.6967907,9.4716405,8.8574179,8.9828205,8.7586513,8.4595634,9.3933907,8.2894007,9.5219409
